Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
André,br BRA,MF,23-137,8.0,6,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Wolverhampton-Wanderers,
Sam Johnstone,eng ENG,GK,31-250,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton-Wanderers,
Santiago Bueno,uy URU,DF,26-021,6.0,5,445.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Wolverhampton-Wanderers,
Yerson Mosquera,co COL,DF,23-212,5.0,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolverhampton-Wanderers,
Tommy Doyle,eng ENG,MF,23-044,9.0,2,267.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,22.0,2.0,0.0,0.34,0.34,0.0,0.34,0.1,0.03,0.13,0.1,0.13,Matches,Wolverhampton-Wanderers,
Hwang Hee-chan,kr KOR,"FW,MF",28-309,7.0,2,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Wolverhampton-Wanderers,
Matt Doherty,ie IRL,DF,32-319,6.0,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,Wolverhampton-Wanderers,
Rodrigo Gomes,pt POR,"FW,DF",21-146,6.0,2,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,9.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,Matches,Wolverhampton-Wanderers,
Pablo Sarabia,es ESP,"MF,FW",32-203,5.0,2,181.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.4,1.9,4.0,12.0,13.0,0.5,0.0,0.5,0.5,0.5,0.71,0.22,0.93,0.71,0.93,Matches,Wolverhampton-Wanderers,
Carlos Forbs,pt POR,"MF,FW",20-256,5.0,1,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,8.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Wolverhampton-Wanderers,
Gonçalo Guedes,pt POR,"FW,MF",28-001,9.0,0,130.0,1.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,3.0,5.0,13.0,0.69,0.69,1.38,0.69,1.38,0.25,0.22,0.47,0.25,0.47,Matches,Wolverhampton-Wanderers,
Daniel Podence,pt POR,"MF,FW",29-040,2.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Wolverhampton-Wanderers,
Chiquinho,pt POR,MF,24-299,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Wolverhampton-Wanderers,
Alfie Pond,eng ENG,DF,20-274,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers,
Daniel Bentley,eng ENG,GK,31-140,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Luke Cundle,eng ENG,MF,22-218,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Tom Edozie,eng ENG,MF,18-196,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Pedro Lima,br BRA,DF,18-152,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Boubacar Traoré,ml MLI,MF,23-102,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Squad Total,,,27.2,12.0,132,1080.0,12.0,20.0,17.0,37.0,20.0,0.0,0.0,31.0,0.0,12.8,12.8,11.0,23.8,162.0,320.0,318.0,1.67,1.42,3.08,1.67,3.08,1.07,0.91,1.98,1.07,1.98,,Wolverhampton-Wanderers,
Opponent Total,,,26.6,12.0,132,1080.0,12.0,28.0,23.0,51.0,26.0,2.0,2.0,32.0,0.0,20.8,19.2,15.9,35.1,299.0,591.0,588.0,2.33,1.92,4.25,2.17,4.08,1.73,1.32,3.05,1.6,2.92,,Wolverhampton-Wanderers,
Leif Davis,eng ENG,DF,24-323,12.0,12,1080.0,12.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,2.4,3.0,20.0,25.0,47.0,0.08,0.17,0.25,0.08,0.25,0.05,0.2,0.25,0.05,0.25,Matches,Ipswich-Town,
Arijanet Muric,xk KVX,GK,26-023,11.0,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Sam Morsy,eg EGY,MF,33-081,11.0,11,983.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,5.0,47.0,5.0,0.09,0.09,0.18,0.09,0.18,0.02,0.03,0.05,0.02,0.05,Matches,Ipswich-Town,
Omari Hutchinson,eng ENG,"MF,FW",21-031,11.0,11,964.0,10.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,1.4,2.2,30.0,32.0,57.0,0.09,0.09,0.19,0.09,0.19,0.08,0.13,0.2,0.08,0.2,Matches,Ipswich-Town,
Liam Delap,eng ENG,FW,21-296,12.0,11,855.0,9.5,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,3.4,3.4,0.6,4.0,20.0,11.0,36.0,0.63,0.11,0.74,0.63,0.74,0.36,0.07,0.43,0.36,0.43,Matches,Ipswich-Town,
Dara O'Shea,ie IRL,DF,25-271,9.0,9,782.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Ipswich-Town,
Axel Tuanzebe,cd COD,DF,27-016,8.0,8,692.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,4.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches,Ipswich-Town,
Sammie Szmodics,ie IRL,"FW,MF",29-067,12.0,8,603.0,6.7,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.6,2.6,0.1,2.7,8.0,12.0,34.0,0.45,0.0,0.45,0.45,0.45,0.39,0.02,0.41,0.39,0.41,Matches,Ipswich-Town,
Jacob Greaves,eng ENG,DF,24-079,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Ipswich-Town,
Kalvin Phillips,eng ENG,MF,28-364,7.0,7,537.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.1,0.4,4.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Ipswich-Town,
Wes Burns,wls WAL,FW,30-007,9.0,6,489.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.2,1.4,21.0,2.0,41.0,0.0,0.18,0.18,0.0,0.18,0.04,0.22,0.26,0.04,0.26,Matches,Ipswich-Town,
Cameron Burgess,au AUS,DF,29-040,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Ipswich-Town,
Ben Johnson,eng ENG,"DF,FW",24-311,6.0,4,403.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,6.0,12.0,8.0,0.0,0.22,0.22,0.0,0.22,0.01,0.09,0.09,0.01,0.09,Matches,Ipswich-Town,
Luke Woolfenden,eng ENG,DF,26-040,5.0,4,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Ipswich-Town,
Jens Cajuste,se SWE,MF,25-112,6.0,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Ipswich-Town,
Jack Clarke,eng ENG,FW,24-007,10.0,3,385.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.0,1.5,6.0,8.0,18.0,0.0,0.23,0.23,0.0,0.23,0.13,0.23,0.36,0.13,0.36,Matches,Ipswich-Town,
Conor Chaplin,eng ENG,"MF,FW",27-288,10.0,3,291.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,3.0,13.0,11.0,0.0,0.31,0.31,0.0,0.31,0.16,0.12,0.27,0.16,0.27,Matches,Ipswich-Town,
Chiedozie Ogbene,ie IRL,FW,27-213,5.0,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Ipswich-Town,
Massimo Luongo,au AUS,MF,32-066,5.0,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
George Hirst,eng ENG,FW,25-289,8.0,1,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.0,3.0,7.0,14.0,0.5,0.5,1.0,0.5,1.0,0.38,0.13,0.51,0.38,0.51,Matches,Ipswich-Town,
Harry Clarke,eng ENG,DF,23-273,2.0,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Christian Walton,eng ENG,GK,29-021,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Jack Taylor,ie IRL,MF,26-160,7.0,0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Ipswich-Town,
Ali Al Hamadi,iq IRQ,FW,22-274,4.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,Ipswich-Town,
Marcus Harness,eng ENG,MF,28-280,2.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
George Edmundson,eng ENG,DF,27-091,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Conor Townsend,eng ENG,MF,31-271,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,1.6,Matches,Ipswich-Town,
Nathan Broadhead,wls WAL,"FW,MF",26-239,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich-Town,
Cieran Slicker,sct SCO,GK,22-076,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich-Town,
Squad Total,,,26.4,12.0,132,1080.0,12.0,13.0,10.0,23.0,13.0,0.0,0.0,35.0,2.0,11.7,11.7,8.7,20.4,153.0,309.0,306.0,1.08,0.83,1.92,1.08,1.92,0.97,0.72,1.7,0.97,1.7,,Ipswich-Town,
Opponent Total,,,27.2,12.0,132,1080.0,12.0,23.0,14.0,37.0,21.0,2.0,2.0,19.0,0.0,25.0,23.4,18.1,41.5,257.0,494.0,490.0,1.92,1.17,3.08,1.75,2.92,2.08,1.51,3.59,1.95,3.46,,Ipswich-Town,
Marc Guéhi,eng ENG,DF,24-140,12.0,12,1080.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,5.0,50.0,1.0,0.17,0.0,0.17,0.17,0.17,0.1,0.01,0.1,0.1,0.1,Matches,Crystal-Palace,
Dean Henderson,eng ENG,GK,27-263,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Tyrick Mitchell,eng ENG,"DF,MF",25-090,12.0,12,1030.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.9,2.2,22.0,30.0,77.0,0.0,0.09,0.09,0.0,0.09,0.03,0.16,0.19,0.03,0.19,Matches,Crystal-Palace,
Daniel Muñoz,co COL,"DF,MF",28-188,12.0,12,993.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.3,1.3,1.5,2.9,17.0,28.0,74.0,0.0,0.09,0.09,0.0,0.09,0.12,0.14,0.26,0.12,0.26,Matches,Crystal-Palace,
Jean-Philippe Mateta,fr FRA,FW,27-155,12.0,10,844.0,9.4,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,3.2,2.4,1.4,3.7,9.0,18.0,36.0,0.32,0.11,0.43,0.21,0.32,0.34,0.14,0.48,0.25,0.4,Matches,Crystal-Palace,
Maxence Lacroix,fr FRA,DF,24-238,9.0,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,2.0,20.0,0.0,0.0,0.11,0.11,0.0,0.11,0.03,0.03,0.07,0.03,0.07,Matches,Crystal-Palace,
Eberechi Eze,eng ENG,"MF,FW",26-154,9.0,9,809.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,27.0,45.0,58.0,0.11,0.11,0.22,0.11,0.22,0.33,0.11,0.45,0.33,0.45,Matches,Crystal-Palace,
Adam Wharton,eng ENG,MF,20-181,8.0,8,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,6.0,61.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,Crystal-Palace,
Daichi Kamada,jp JPN,MF,28-117,11.0,7,620.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6,0.6,0.6,1.2,13.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,Matches,Crystal-Palace,
Trevoh Chalobah,eng ENG,DF,25-148,6.0,6,537.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.6,4.0,13.0,3.0,0.17,0.0,0.17,0.17,0.17,0.06,0.04,0.11,0.06,0.11,Matches,Crystal-Palace,
Eddie Nketiah,eng ENG,"MF,FW",25-184,7.0,6,489.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.7,1.6,21.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.17,0.13,0.3,0.17,0.3,Matches,Crystal-Palace,
Ismaila Sarr,sn SEN,"MF,FW",26-279,12.0,5,571.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.5,19.0,10.0,42.0,0.16,0.16,0.32,0.16,0.32,0.29,0.27,0.56,0.29,0.56,Matches,Crystal-Palace,
Will Hughes,eng ENG,MF,29-227,10.0,5,545.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.3,0.7,10.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,Matches,Crystal-Palace,
Jefferson Lerma,co COL,"MF,DF",30-036,8.0,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,2.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.19,0.02,0.19,Matches,Crystal-Palace,
Chris Richards,us USA,DF,24-247,5.0,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Crystal-Palace,
Nathaniel Clyne,eng ENG,"DF,MF",33-239,6.0,3,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Cheick Doucouré,ml MLI,MF,24-327,6.0,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Crystal-Palace,
Justin Devenny,nir NIR,MF,21-050,2.0,2,146.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,3.0,2.0,0.62,0.0,0.62,0.62,0.62,0.23,0.13,0.37,0.23,0.37,Matches,Crystal-Palace,
Odsonne Édouard,fr FRA,"MF,FW",26-319,2.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,Matches,Crystal-Palace,
Joachim Andersen,dk DEN,DF,28-183,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Crystal-Palace,
Chadi Riad,ma MAR,DF,21-166,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Jeffrey Schlupp,gh GHA,"MF,DF",31-343,9.0,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.24,0.13,0.24,Matches,Crystal-Palace,
Jordan Ayew,gh GHA,"FW,MF",33-080,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,Matches,Crystal-Palace,
Asher Agbinone,eng ENG,MF,19-063,2.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,Matches,Crystal-Palace,
Caleb Kporha,eng ENG,DF,18-138,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Naouirou Ahamada,fr FRA,MF,22-246,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Rob Holding,eng ENG,DF,29-071,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Sam Johnstone,eng ENG,GK,31-250,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Zachariah Marsh,eng ENG,FW,19-055,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Remi Matthews,eng ENG,GK,30-294,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Kaden Rodney,eng ENG,DF,20-054,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Matt Turner,us USA,GK,30-159,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Franco Umeh-Chibueze,ie IRL,MF,19-309,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Joel Ward,eng ENG,"DF,MF",35-032,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Squad Total,,,26.5,12.0,132,1080.0,12.0,9.0,6.0,15.0,8.0,1.0,1.0,27.0,1.0,15.0,14.2,11.4,25.7,177.0,417.0,413.0,0.75,0.5,1.25,0.67,1.17,1.25,0.95,2.2,1.19,2.14,,Crystal-Palace,
Opponent Total,,,27.1,12.0,132,1080.0,12.0,17.0,13.0,30.0,17.0,0.0,1.0,26.0,0.0,19.2,18.4,15.0,33.3,224.0,521.0,517.0,1.42,1.08,2.5,1.42,2.5,1.6,1.25,2.84,1.53,2.78,,Crystal-Palace,
Flynn Downes,eng ENG,"MF,DF",25-315,12.0,12,1051.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,0.9,1.5,15.0,42.0,19.0,0.09,0.0,0.09,0.09,0.09,0.05,0.08,0.13,0.05,0.13,Matches,Southampton,
Taylor Harwood-Bellis,eng ENG,DF,22-305,13.0,12,1040.0,11.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,0.4,1.6,5.0,43.0,5.0,0.09,0.0,0.09,0.09,0.09,0.1,0.03,0.14,0.1,0.14,Matches,Southampton,
Jan Bednarek,pl POL,DF,28-232,11.0,11,980.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.5,4.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Southampton,
Kyle Walker-Peters,eng ENG,DF,27-231,11.0,11,980.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,41.0,46.0,29.0,0.0,0.09,0.09,0.0,0.09,0.02,0.08,0.1,0.02,0.1,Matches,Southampton,
Mateus Fernandes,pt POR,MF,20-143,12.0,10,887.0,9.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.1,2.0,28.0,52.0,33.0,0.1,0.1,0.2,0.1,0.2,0.1,0.11,0.21,0.1,0.21,Matches,Southampton,
Aaron Ramsdale,eng ENG,GK,26-200,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,
Jack Stephens,eng ENG,DF,30-308,9.0,9,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.1,0.4,11.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Southampton,
Yukinari Sugawara,jp JPN,DF,24-155,12.0,9,747.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,2.0,2.3,14.0,39.0,35.0,0.12,0.12,0.24,0.12,0.24,0.04,0.24,0.28,0.04,0.28,Matches,Southampton,
Tyler Dibling,eng ENG,"FW,MF",18-263,13.0,8,750.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,36.0,30.0,45.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.24,0.12,0.24,Matches,Southampton,
Cameron Archer,eng ENG,FW,23-132,13.0,7,699.0,7.8,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.1,3.3,0.2,3.5,10.0,4.0,33.0,0.26,0.0,0.26,0.26,0.26,0.52,0.03,0.55,0.42,0.45,Matches,Southampton,
